latest_burned_block,sender_address,total_burned
26347275,0x512c579153ac6fd961a7d9e7b19281b855aafbe1,62212211713351600006656
25721002,0xbe2031654668a67cb80a5180ded00c70676cf4f5,4462723772284976000000
26180937,0x5aa4066dfb70044dc5eec8274b9b23334bd9b42e,33156532083850609937807
26278317,0xc8480f441c287cdbe2ce31826302b4d039e97811,1488910918003050522581
26371831,0x5404eb3940eb7f9161434bea0c913458e128a80f,1172694456900579000000
25817211,0x1a7a6842231c6349305c7d5204081d185afc9974,3121837117072954000000
26207165,0x15a69bd652a2db3834a37bbaa1f6529ce2be1e02,464266373684006721096
25728593,0x678ae5e8eada89399a11037599fb81be05ede9d1,1000000000000000000000000
25983790,0x48146d0e2222108efd4c4748c527eaea8e6b9311,8073170809764588586800
26203709,0xca5c423e40ef7e3341cde8adf38421e92fd47d0b,24183788739914950313956
25828093,0x48c86c198744dd0a2e1a377d91f67e6a823611b1,729294393020953802096
25940301,0xfa4dfbe7b012b1d92fdd5544f30518bb58bd41ce,717716849419335339964958
25885644,0x245c2a4a71cc20e4cf48ee0c553759c2d5de9599,3483367291897317092145
26229952,0x944b4cd2a1e6a59cbec6ca0777267f11c3c981e2,3710638086563188632988
25733519,0x0ea24ba038ccdf1784ba69a3446bf79d9da013b7,1000000000000000000
25710117,0x04d39a3c66e5c3d1507400e2623b0b4ee5ded5ad,649885911475706250000
25816996,0x091d67e5a53b297ebc0dff14ac88c0eb4a994468,12290377252688921000000
25768927,0x951e3c8437812460f35ea9d8a42343b07c729e60,1000000000000000000000000
25819440,0xec7f8e52191447219bdd25d013736614e9fefc4d,1000000000000000000000000
25728806,0x83ae1b1b66b751b9267f3a4a7524ece5fb0b0d89,26109606567622649000000
25711581,0x17db7dfcccddabd6faf7919495c603d7a803db8d,600000000000000000000
26399310,0xc74e3ddb22d2bedb484fed8562f8748b9dd29473,20212450668534528848503
25918196,0x2ede679c0c4fcee934da3641f8736f565a6615d8,1000000000000000000000000
25727525,0x70c33df3d61c751bc42da00054b785aba103863b,1000000000000000000
26241897,0x66206c42c5667202c62eea5bc6bdf4634561c6d8,751378766123717760384
26387685,0x8bb566d19f09a549f74b612df9de6c78a59c570c,217514551502417000000
26114243,0x88415e7f51f3be128945e43e120e8900ed92fd13,100000000000000000000
25885692,0x141d93a0a4720c766700f8b0a86ecaf09b746190,345273288316292177647872
25718682,0x4b6855dcd7941d782cd74f933e2f79976606a23a,100000000000000000000
25899356,0x9e927afb36059a4a1e50c3db2876391a7d8efaf7,274314308337575739162
25940542,0xe33a7d5c0d8c9b585c6c5db9bad95e4cbde8052f,9932398652797698704
26341861,0x859d06ebf8943b404db286f18213f550b8d81765,240005540990530640775
25719740,0xbaf88181a1c74d1fea19a6313c0d3de73c4c260f,1000000000000000000
25848926,0x3295cb24caf286a5ccc2410e4e7376a7a22ef1e9,11043378530841000000
26400260,0x9c8ee61558cf45b69be055663edfc8b33c4d0b42,4114637525603834314226
25750682,0x089c08546c12f8fa4ae77e3c63e4d03c86f53e44,1000000000000000000000
25710626,0x20c6fa1422e9585faedf2b5e6422ef50d6a51cbe,1000000000000000000
26319933,0x1f378e93bf6100de8e1da65ac9487a1227c88e3f,7745398600303223148317
25731930,0xd82d6e4ff3fe44ecdb4830e1e47d9b36390c3f28,2000000000000000000
25734555,0x0e07ecb7ea74b53f41a3c82b9ff7323512866ce8,683963495908773872000000
26051828,0x9224a889c4c0d023c034921a222d6cb8b04218b2,2158575564996441000000
25865969,0x268b854ddd381e4bcd9bf21f0271e527f4729608,1729790788856293000000
25711683,0x706ebaee49465bad21384cd70549346fac1c9f4a,1000000000000000000
25727626,0x2573e5efe8d28d6bacdbbab396ebd8ecf0ac0dd6,1000000000000000000000000
25710862,0x9c3f9acf579405750d97ed7cf9f7e903ce4c63e4,11565909275486760000000
25974729,0xd9f735e64919d2cb0e4abc384a4bb4d3bbfc3ecb,1245345101567655000000
